"","word","sentiment"
"2831","meager","negative"
"2832","meaningless","negative"
"2833","meanness","negative"
"2834","measly","negative"
"2835","meddle","negative"
"2836","meddlesome","negative"
"2837","mediocre","negative"
"2838","mediocrity","negative"
"2839","melancholy","negative"
"2840","melodramatic","negative"
"2841","melodramatically","negative"
"2842","meltdown","negative"
"2843","menace","negative"
"2844","menacing","negative"
"2845","menacingly","negative"
"2846","mendacious","negative"
"2847","mendacity","negative"
"2848","menial","negative"
"2849","merciless","negative"
"2850","mercilessly","negative"
"2851","mess","negative"
"2852","messed","negative"
"2853","messes","negative"
"2854","messing","negative"
"2855","messy","negative"
"2856","midget","negative"
"2857","miff","negative"
"2858","militancy","negative"
"2859","mindless","negative"
"2860","mindlessly","negative"
"2861","mirage","negative"
"2862","mire","negative"
"2863","misalign","negative"
"2864","misaligned","negative"
"2865","misaligns","negative"
"2866","misapprehend","negative"
"2867","misbecome","negative"
"2868","misbecoming","negative"
"2869","misbegotten","negative"
"2870","misbehave","negative"
"2871","misbehavior","negative"
"2872","miscalculate","negative"
"2873","miscalculation","negative"
"2874","miscellaneous","negative"
"2875","mischief","negative"
"2876","mischievous","negative"
"2877","mischievously","negative"
"2878","misconception","negative"
"2879","misconceptions","negative"
"2880","miscreant","negative"
"2881","miscreants","negative"
"2882","misdirection","negative"
"2883","miser","negative"
"2884","miserable","negative"
"2885","miserableness","negative"
"2886","miserably","negative"
"2887","miseries","negative"
"2888","miserly","negative"
"2889","misery","negative"
"2890","misfit","negative"
"2891","misfortune","negative"
"2892","misgiving","negative"
"2893","misgivings","negative"
"2894","misguidance","negative"
"2895","misguide","negative"
"2896","misguided","negative"
"2897","mishandle","negative"
"2898","mishap","negative"
"2899","misinform","negative"
"2900","misinformed","negative"
"2901","misinterpret","negative"
"2902","misjudge","negative"
"2903","misjudgment","negative"
"2904","mislead","negative"
"2905","misleading","negative"
"2906","misleadingly","negative"
"2907","mislike","negative"
"2908","mismanage","negative"
"2909","mispronounce","negative"
"2910","mispronounced","negative"
"2911","mispronounces","negative"
"2912","misread","negative"
"2913","misreading","negative"
"2914","misrepresent","negative"
"2915","misrepresentation","negative"
"2916","miss","negative"
"2917","missed","negative"
"2918","misses","negative"
"2919","misstatement","negative"
"2920","mist","negative"
"2921","mistake","negative"
"2922","mistaken","negative"
"2923","mistakenly","negative"
"2924","mistakes","negative"
"2925","mistified","negative"
"2926","mistress","negative"
"2927","mistrust","negative"
"2928","mistrustful","negative"
"2929","mistrustfully","negative"
"2930","mists","negative"
"2931","misunderstand","negative"
"2932","misunderstanding","negative"
"2933","misunderstandings","negative"
"2934","misunderstood","negative"
"2935","misuse","negative"
"2936","moan","negative"
"2937","mobster","negative"
"2938","mock","negative"
"2939","mocked","negative"
"2940","mockeries","negative"
"2941","mockery","negative"
"2942","mocking","negative"
"2943","mockingly","negative"
"2944","mocks","negative"
"2945","molest","negative"
"2946","molestation","negative"
"2947","monotonous","negative"
"2948","monotony","negative"
"2949","monster","negative"
"2950","monstrosities","negative"
"2951","monstrosity","negative"
"2952","monstrous","negative"
"2953","monstrously","negative"
"2954","moody","negative"
"2955","moot","negative"
"2956","mope","negative"
"2957","morbid","negative"
"2958","morbidly","negative"
"2959","mordant","negative"
"2960","mordantly","negative"
"2961","moribund","negative"
"2962","moron","negative"
"2963","moronic","negative"
"2964","morons","negative"
"2965","mortification","negative"
"2966","mortified","negative"
"2967","mortify","negative"
"2968","mortifying","negative"
"2969","motionless","negative"
"2970","motley","negative"
"2971","mourn","negative"
"2972","mourner","negative"
"2973","mournful","negative"
"2974","mournfully","negative"
"2975","muddle","negative"
"2976","muddy","negative"
"2977","mudslinger","negative"
"2978","mudslinging","negative"
"2979","mulish","negative"
"2980","multi-polarization","negative"
"2981","mundane","negative"
"2982","murder","negative"
"2983","murderer","negative"
"2984","murderous","negative"
"2985","murderously","negative"
"2986","murky","negative"
"2987","muscle-flexing","negative"
"2988","mushy","negative"
"2989","musty","negative"
"2990","mysterious","negative"
"2991","mysteriously","negative"
"2992","mystery","negative"
"2993","mystify","negative"
"2994","myth","negative"
"2995","nag","negative"
"2996","nagging","negative"
"2997","naive","negative"
"2998","naively","negative"
"2999","narrower","negative"
"3000","nastily","negative"
"3001","nastiness","negative"
"3002","nasty","negative"
"3003","naughty","negative"
"3004","nauseate","negative"
"3005","nauseates","negative"
"3006","nauseating","negative"
"3007","nauseatingly","negative"
"3008","naïve","negative"
"3009","nebulous","negative"
"3010","nebulously","negative"
"3011","needless","negative"
"3012","needlessly","negative"
"3013","needy","negative"
"3014","nefarious","negative"
"3015","nefariously","negative"
"3016","negate","negative"
"3017","negation","negative"
"3018","negative","negative"
"3019","negatives","negative"
"3020","negativity","negative"
"3021","neglect","negative"
"3022","neglected","negative"
"3023","negligence","negative"
"3024","negligent","negative"
"3025","nemesis","negative"
"3026","nepotism","negative"
"3027","nervous","negative"
"3028","nervously","negative"
"3029","nervousness","negative"
"3030","nettle","negative"
"3031","nettlesome","negative"
"3032","neurotic","negative"
"3033","neurotically","negative"
"3034","niggle","negative"
"3035","niggles","negative"
"3036","nightmare","negative"
"3037","nightmarish","negative"
"3038","nightmarishly","negative"
"3039","nitpick","negative"
"3040","nitpicking","negative"
"3041","noise","negative"
"3042","noises","negative"
"3043","noisier","negative"
"3044","noisy","negative"
"3045","non-confidence","negative"
"3046","nonexistent","negative"
"3047","nonresponsive","negative"
"3048","nonsense","negative"
"3049","nosey","negative"
"3050","notoriety","negative"
"3051","notorious","negative"
"3052","notoriously","negative"
"3053","noxious","negative"
"3054","nuisance","negative"
"3055","numb","negative"
"3056","obese","negative"
"3057","object","negative"
"3058","objection","negative"
"3059","objectionable","negative"
"3060","objections","negative"
"3061","oblique","negative"
"3062","obliterate","negative"
"3063","obliterated","negative"
"3064","oblivious","negative"
"3065","obnoxious","negative"
"3066","obnoxiously","negative"
"3067","obscene","negative"
"3068","obscenely","negative"
"3069","obscenity","negative"
"3070","obscure","negative"
"3071","obscured","negative"
"3072","obscures","negative"
"3073","obscurity","negative"
"3074","obsess","negative"
"3075","obsessive","negative"
"3076","obsessively","negative"
"3077","obsessiveness","negative"
"3078","obsolete","negative"
"3079","obstacle","negative"
"3080","obstinate","negative"
"3081","obstinately","negative"
"3082","obstruct","negative"
"3083","obstructed","negative"
"3084","obstructing","negative"
"3085","obstruction","negative"
"3086","obstructs","negative"
"3087","obtrusive","negative"
"3088","obtuse","negative"
"3089","occlude","negative"
"3090","occluded","negative"
"3091","occludes","negative"
"3092","occluding","negative"
"3093","odd","negative"
"3094","odder","negative"
"3095","oddest","negative"
"3096","oddities","negative"
"3097","oddity","negative"
"3098","oddly","negative"
"3099","odor","negative"
"3100","offence","negative"
"3101","offend","negative"
"3102","offender","negative"
"3103","offending","negative"
"3104","offenses","negative"
"3105","offensive","negative"
"3106","offensively","negative"
"3107","offensiveness","negative"
"3108","officious","negative"
"3109","ominous","negative"
"3110","ominously","negative"
"3111","omission","negative"
"3112","omit","negative"
"3113","one-sided","negative"
"3114","onerous","negative"
"3115","onerously","negative"
"3116","onslaught","negative"
"3117","opinionated","negative"
"3118","opponent","negative"
"3119","opportunistic","negative"
"3120","oppose","negative"
"3121","opposition","negative"
"3122","oppositions","negative"
"3123","oppress","negative"
"3124","oppression","negative"
"3125","oppressive","negative"
"3126","oppressively","negative"
"3127","oppressiveness","negative"
"3128","oppressors","negative"
"3129","ordeal","negative"
"3130","orphan","negative"
"3131","ostracize","negative"
"3132","outbreak","negative"
"3133","outburst","negative"
"3134","outbursts","negative"
"3135","outcast","negative"
"3136","outcry","negative"
"3137","outlaw","negative"
"3138","outmoded","negative"
"3139","outrage","negative"
"3140","outraged","negative"
"3141","outrageous","negative"
"3142","outrageously","negative"
"3143","outrageousness","negative"
"3144","outrages","negative"
"3145","outsider","negative"
"3146","over-acted","negative"
"3147","over-awe","negative"
"3148","over-balanced","negative"
"3149","over-hyped","negative"
"3150","over-priced","negative"
"3151","over-valuation","negative"
"3152","overact","negative"
"3153","overacted","negative"
"3154","overawe","negative"
"3155","overbalance","negative"
"3156","overbalanced","negative"
"3157","overbearing","negative"
"3158","overbearingly","negative"
"3159","overblown","negative"
"3160","overdo","negative"
"3161","overdone","negative"
"3162","overdue","negative"
"3163","overemphasize","negative"
"3164","overheat","negative"
"3165","overkill","negative"
"3166","overloaded","negative"
"3167","overlook","negative"
"3168","overpaid","negative"
"3169","overpayed","negative"
"3170","overplay","negative"
"3171","overpower","negative"
"3172","overpriced","negative"
"3173","overrated","negative"
"3174","overreach","negative"
"3175","overrun","negative"
"3176","overshadow","negative"
"3177","oversight","negative"
"3178","oversights","negative"
"3179","oversimplification","negative"
"3180","oversimplified","negative"
"3181","oversimplify","negative"
"3182","oversize","negative"
"3183","overstate","negative"
"3184","overstated","negative"
"3185","overstatement","negative"
"3186","overstatements","negative"
"3187","overstates","negative"
"3188","overtaxed","negative"
"3189","overthrow","negative"
"3190","overthrows","negative"
"3191","overturn","negative"
"3192","overweight","negative"
"3193","overwhelm","negative"
"3194","overwhelmed","negative"
"3195","overwhelming","negative"
"3196","overwhelmingly","negative"
"3197","overwhelms","negative"
"3198","overzealous","negative"
"3199","overzealously","negative"
"3200","overzelous","negative"
"3201","pain","negative"
"3202","painful","negative"
"3203","painfull","negative"
"3204","painfully","negative"
"3205","pains","negative"
"3206","pale","negative"
"3207","pales","negative"
"3208","paltry","negative"
"3209","pan","negative"
"3210","pandemonium","negative"
"3211","pander","negative"
"3212","pandering","negative"
"3213","panders","negative"
"3214","panic","negative"
"3215","panick","negative"
"3216","panicked","negative"
"3217","panicking","negative"
"3218","panicky","negative"
"3219","paradoxical","negative"
"3220","paradoxically","negative"
"3221","paralize","negative"
"3222","paralyzed","negative"
"3223","paranoia","negative"
"3224","paranoid","negative"
"3225","parasite","negative"
"3226","pariah","negative"
"3227","parody","negative"
"3228","partiality","negative"
"3229","partisan","negative"
"3230","partisans","negative"
"3231","passe","negative"
"3232","passive","negative"
"3233","passiveness","negative"
